PROJECT,STATION_NO,LATITUDE,LONGITUDE,SAMPLE_DATE,PROJECT_NAME,CELLS_L
POE198904,24,-19.71667,117.56667,16/09/1989 0:00,,
POE198904,25,-19.865,117.46667,17/09/1989 0:00,,
POE198904,26,-20.05833,117.21667,17/09/1989 0:00,,
POE198904,27,-20.15,117.05833,17/09/1989 0:00,,
POE198904,28,-20.10167,116.90167,17/09/1989 0:00,,
POE198904,29,-20.11167,116.75,17/09/1989 0:00,,
POE198904,30,-20.31667,117.19833,17/09/1989 0:00,,
POE198904,31,-20.355,117.06833,18/09/1989 0:00,,
POE198904,32,-20.25333,116.75833,18/09/1989 0:00,,
POE198904,33,-19.46667,116.355,18/09/1989 0:00,,
POE198904,34,-19.72333,116.18167,19/09/1989 0:00,,
POE198904,35,-19.86167,116.16167,19/09/1989 0:00,,
POE198904,36,-19.85333,116.405,19/09/1989 0:00,,
POE198904,37,-20.11,116.27,19/09/1989 0:00,,
POE198904,38,-20.14,116.32333,19/09/1989 0:00,,
POE198904,39,-20.17,116.56,20/09/1989 0:00,,
POE198904,40,-20.26833,116.59167,20/09/1989 0:00,,
POE198904,41,-20.30667,116.5,20/09/1989 0:00,,
POE198904,42,-20.42,116.42667,20/09/1989 0:00,,
POE198904,43,-20.465,116.345,20/09/1989 0:00,,
POE198904,44,-20.56667,116.12667,21/09/1989 0:00,,
POE198904,45,-20.45333,116.19833,21/09/1989 0:00,,
POE198904,46,-20.30167,116.2,21/09/1989 0:00,,
POE198904,47,-20.265,116.015,21/09/1989 0:00,,
POE198904,48,-19.21667,117.065,21/09/1989 0:00,,
POE198904,49,-19.31,117.21333,22/09/1989 0:00,,
POE198904,50,-19.35,117.09833,22/09/1989 0:00,,
POE198904,51,-19.4,117.10333,22/09/1989 0:00,,
POE198904,52,-19.42333,117.15,22/09/1989 0:00,,
POE198904,53,-19.31333,117.36833,22/09/1989 0:00,,
POE198904,56,-19.17167,117.91333,23/09/1989 0:00,,
POE198904,57,-19.22333,118.05167,24/09/1989 0:00,,
POE198904,62,-19.09,118.23333,24/09/1989 0:00,,
POE198904,63,-18.95333,118.115,25/09/1989 0:00,,
POE198904,65,-18.95,117.86833,25/09/1989 0:00,,
POE198904,66,-19.66667,117.24833,25/09/1989 0:00,,
POE198904,67,-19.62167,117.15667,26/09/1989 0:00,,
POE198904,69,-19.67333,117.00333,26/09/1989 0:00,,
POE198904,70,-19.86333,117.11,26/09/1989 0:00,,
POE198904,71,-19.815,117.015,26/09/1989 0:00,,
POE198904,76,-19.80167,116.95333,27/09/1989 0:00,,
POE198904,77,-19.70833,116.80667,27/09/1989 0:00,,
POE198904,78,-19.60167,116.75667,27/09/1989 0:00,,
POE198904,80,-20.665,114.80333,27/09/1989 0:00,,
POE198904,81,-20.58,114.81833,28/09/1989 0:00,,
POE198904,82,-20.52,114.855,28/09/1989 0:00,,
POE198904,83,-20.60667,114.89833,28/09/1989 0:00,,
POE198904,84,-20.66667,115.10667,28/09/1989 0:00,,
POE198904,85,-20.765,115.26667,28/09/1989 0:00,,
POE198904,86,-20.60167,115.23,28/09/1989 0:00,,
POE198904,87,-20.15,115.315,29/09/1989 0:00,,
POE198904,89,-20.01667,115.45833,29/09/1989 0:00,,
POE198904,94,-19.96833,115.40333,29/09/1989 0:00,,
POE198904,95,-19.95,115.465,29/09/1989 0:00,,
POE198904,96,-19.95667,115.54833,30/09/1989 0:00,,
POE198904,97,-20.02,115.52167,30/09/1989 0:00,,
POE198904,99,-19.9,115.85333,30/09/1989 0:00,,
POE198904,101,-20.41667,115.97333,30/09/1989 0:00,,
POE198904,102,-20.55333,115.94833,30/09/1989 0:00,,
POE198904,103,-20.71667,115.865,1/10/1989 0:00,,
POE198904,104,-20.62667,115.815,1/10/1989 0:00,,
POE198904,106,-20.44667,115.73667,1/10/1989 0:00,,
POE198904,107,-20.3,116.465,2/10/1989 0:00,,
POE198904,108,-19.16833,116.785,2/10/1989 0:00,,
POE198904,109,-19.245,116.695,3/10/1989 0:00,,
POE198904,110,-19.315,116.80167,3/10/1989 0:00,,
POE198904,111,-19.25667,117.515,3/10/1989 0:00,,
POE198904,112,-18.87,117.6,3/10/1989 0:00,,
POE198904,113,-19.01667,117.575,4/10/1989 0:00,,
POE198904,114,-19.22667,117.615,4/10/1989 0:00,,
POE198904,115,-19.3,117.705,4/10/1989 0:00,,
POE198904,116,-19.31667,117.76667,4/10/1989 0:00,,
POE198904,117,-19.355,117.70333,4/10/1989 0:00,,
POE198904,118,-19.715,118.12,4/10/1989 0:00,,
POE198904,119,-19.55333,117.90333,5/10/1989 0:00,,
POE198904,120,-19.6,117.915,5/10/1989 0:00,,
POE198904,121,-19.46667,118.095,5/10/1989 0:00,,
POE198904,122,-19.31833,118.15,5/10/1989 0:00,,
POE198904,123,-19.45333,118.30833,5/10/1989 0:00,,
POE198904,124,-19.37167,118.31667,6/10/1989 0:00,,
POE198904,125,-19.24833,118.2,6/10/1989 0:00,,
POE198904,126,-19.31667,118.45667,7/10/1989 0:00,,
POE198904,127,-19.065,118.65,7/10/1989 0:00,,
POE198904,128,-18.8,118.65333,7/10/1989 0:00,,
POE198904,129,-18.75167,118.61,7/10/1989 0:00,,
POE198904,134,-18.42667,118.96333,7/10/1989 0:00,,
POE198904,130,-18.81833,118.33667,7/10/1989 0:00,,
POE198904,131,-18.615,118.41667,8/10/1989 0:00,,
POE198904,132,-18.62833,118.56667,8/10/1989 0:00,,
POE198904,133,-18.755,118.715,8/10/1989 0:00,,
POE198904,135,-19.70167,118.64833,9/10/1989 0:00,,
POE198904,136,-19.75,118.41833,9/10/1989 0:00,,
POE198904,137,-19.89833,118.21,9/10/1989 0:00,,
POE198904,138,-19.90833,118.01667,9/10/1989 0:00,,
